idade,genero,estado_civil,regiao,renda_mensal,nivel_educacional,perfil_investidor,tempo_experiencia_mercado,valor_total_investido,objetivo_principal,setores_preferenciais,frequencia_operacoes,conhecimento_mercado,usa_analise_tecnica,usa_analise_fundamentalista
68,Outro,Casado,Sul,29046.41,Fundamental,Agressivo,13.7,118139.01,Diversificação,Outro,Anual,Baixo,Não,Sim
31,Feminino,Casado,Sudeste,13047.73,Médio,Conservador,18.2,770591.34,Compra de Imóvel,Saneamento,Mensal,Médio,Não,Sim
52,Masculino,Divorciado,Norte,23449.99,Pós-graduado,Conservador,5.6,865061.25,Aposentadoria,Tecnologia,Semanal (Swing Trade),Alto,Sim,Não
36,Masculino,Viúvo,Sudeste,1845.73,Superior Incompleto,Moderado,3.2,848649.5,Educação dos Filhos,Commodities,Ocasional (Buy and Hold),Alto,Sim,Não
26,Outro,Casado,Centro-Oeste,11939.22,Superior Completo,Arrojado,28.5,49491.77,Renda Passiva,Financeiro,Anual,Baixo,Sim,Não
31,Outro,Divorciado,Sul,32946.41,Superior Completo,Conservador,0.6,268129.02,Viagem,Tecnologia,Semanal (Swing Trade),Médio,Sim,Não
19,Feminino,Solteiro,Norte,36365.15,Médio,Arrojado,9.4,447439.01,Aposentadoria,Commodities,Mensal,Médio,Sim,Não
71,Feminino,Viúvo,Sul,4659.91,Fundamental,Agressivo,9.3,250148.68,Viagem,Papel e Celulose,Day Trade,Baixo,Não,Não
39,Outro,Divorciado,Norte,12077.91,Pós-graduado,Conservador,15.4,627377.92,Reserva de Emergência,Papel e Celulose,Ocasional (Buy and Hold),Alto,Não,Sim
33,Masculino,Solteiro,Nordeste,31308.65,Fundamental,Agressivo,21.6,577819.98,Diversificação,Papel e Celulose,Day Trade,Médio,Não,Sim
32,Outro,Divorciado,Norte,5107.42,Pós-graduado,Agressivo,8.4,618246.14,Viagem,Financeiro,Day Trade,Alto,Sim,Não
46,Feminino,Solteiro,Sul,2773.62,Superior Incompleto,Arrojado,10.5,583622.28,Compra de Imóvel,Papel e Celulose,Anual,Médio,Não,Sim
30,Feminino,Viúvo,Nordeste,33479.87,Médio,Agressivo,19.9,439548.58,Educação dos Filhos,Papel e Celulose,Mensal,Médio,Não,Não
64,Outro,Casado,Sul,15493.67,Pós-graduado,Moderado,7.9,570791.3,Educação dos Filhos,Saneamento,Anual,Médio,Sim,Não
33,Feminino,Casado,Sul,20033.26,Pós-graduado,Moderado,7.9,104075.31,Compra de Imóvel,Commodities,Semanal (Swing Trade),Médio,Não,Não
47,Masculino,Viúvo,Nordeste,28432.52,Superior Completo,Agressivo,17.0,867489.18,Diversificação,Construção Civil,Day Trade,Baixo,Sim,Não
71,Feminino,Solteiro,Norte,9174.0,Pós-graduado,Moderado,17.3,200569.24,Curto Prazo,Financeiro,Ocasional (Buy and Hold),Médio,Sim,Sim
67,Feminino,Viúvo,Centro-Oeste,15973.66,Fundamental,Moderado,23.8,626022.37,Aposentadoria,Papel e Celulose,Anual,Médio,Sim,Sim
70,Masculino,Viúvo,Norte,36727.75,Pós-graduado,Arrojado,19.2,686493.34,Viagem,Outro,Ocasional (Buy and Hold),Médio,Não,Sim
53,Masculino,Divorciado,Sul,39501.21,Superior Completo,Agressivo,10.7,809667.27,Curto Prazo,Energia Elétrica,Mensal,Alto,Sim,Sim
27,Masculino,Solteiro,Sudeste,23340.55,Superior Completo,Conservador,19.2,429988.15,Curto Prazo,Outro,Mensal,Baixo,Sim,Não
63,Feminino,Viúvo,Nordeste,9272.35,Superior Incompleto,Agressivo,23.8,846033.59,Curto Prazo,Papel e Celulose,Day Trade,Alto,Sim,Sim
33,Feminino,Solteiro,Sul,19482.52,Pós-graduado,Moderado,6.7,632107.65,Educação dos Filhos,Varejo,Ocasional (Buy and Hold),Alto,Não,Sim
48,Outro,Viúvo,Sudeste,21181.83,Superior Incompleto,Moderado,20.5,359369.49,Diversificação,Tecnologia,Semanal (Swing Trade),Médio,Não,Não
34,Feminino,Divorciado,Sudeste,22367.2,Pós-graduado,Agressivo,18.3,75746.4,Viagem,Energia Elétrica,Mensal,Alto,Não,Sim
25,Masculino,Divorciado,Sul,11079.77,Superior Completo,Moderado,1.8,782215.58,Educação dos Filhos,Varejo,Semanal (Swing Trade),Médio,Sim,Sim
63,Masculino,Casado,Sul,1565.6,Superior Completo,Conservador,26.3,191936.82,Aposentadoria,Tecnologia,Mensal,Baixo,Não,Não
29,Masculino,Casado,Centro-Oeste,15449.9,Fundamental,Moderado,26.8,469969.11,Renda Passiva,Energia Elétrica,Anual,Médio,Sim,Não
23,Feminino,Casado,Sudeste,38871.49,Superior Incompleto,Conservador,12.0,102896.01,Compra de Imóvel,Outro,Anual,Médio,Sim,Sim
44,Outro,Divorciado,Centro-Oeste,5575.01,Médio,Arrojado,11.2,848242.98,Educação dos Filhos,Construção Civil,Semanal (Swing Trade),Baixo,Sim,Sim
34,Feminino,Divorciado,Sudeste,22048.55,Superior Completo,Moderado,23.4,31216.29,Curto Prazo,Outro,Semanal (Swing Trade),Médio,Sim,Sim
45,Feminino,Casado,Centro-Oeste,15063.92,Fundamental,Conservador,12.6,1434.94,Educação dos Filhos,Saneamento,Day Trade,Baixo,Não,Sim
65,Outro,Divorciado,Sudeste,11636.86,Fundamental,Conservador,1.5,953936.84,Curto Prazo,Saúde,Day Trade,Médio,Não,Sim
47,Outro,Solteiro,Sudeste,15341.38,Superior Completo,Moderado,15.7,964009.37,Curto Prazo,Papel e Celulose,Mensal,Baixo,Não,Não
38,Outro,Viúvo,Centro-Oeste,3938.46,Superior Incompleto,Agressivo,6.2,172815.22,Compra de Imóvel,Construção Civil,Semanal (Swing Trade),Médio,Não,Não
27,Feminino,Viúvo,Sul,13638.31,Pós-graduado,Conservador,7.2,650444.47,Reserva de Emergência,Energia Elétrica,Mensal,Médio,Sim,Não
75,Feminino,Solteiro,Sul,34982.96,Superior Completo,Arrojado,14.0,222425.86,Compra de Imóvel,Construção Civil,Semanal (Swing Trade),Baixo,Não,Sim
28,Outro,Casado,Norte,17713.86,Médio,Arrojado,4.7,38999.89,Viagem,Papel e Celulose,Day Trade,Médio,Não,Não
71,Feminino,Divorciado,Sudeste,18319.5,Superior Incompleto,Agressivo,16.4,707886.6,Reserva de Emergência,Saúde,Mensal,Médio,Não,Sim
54,Feminino,Divorciado,Sudeste,22269.12,Superior Incompleto,Arrojado,8.6,85939.67,Educação dos Filhos,Outro,Mensal,Médio,Não,Sim
44,Outro,Casado,Nordeste,33335.58,Fundamental,Conservador,28.9,997234.46,Compra de Imóvel,Saúde,Anual,Baixo,Não,Não
23,Masculino,Casado,Norte,2983.86,Pós-graduado,Moderado,15.8,125146.36,Renda Passiva,Construção Civil,Day Trade,Alto,Sim,Sim
22,Outro,Solteiro,Centro-Oeste,12082.08,Superior Incompleto,Agressivo,25.8,945752.68,Reserva de Emergência,Varejo,Ocasional (Buy and Hold),Médio,Sim,Não
31,Masculino,Casado,Nordeste,21799.56,Pós-graduado,Moderado,1.0,712478.21,Reserva de Emergência,Papel e Celulose,Mensal,Baixo,Não,Não
24,Masculino,Casado,Nordeste,10393.14,Pós-graduado,Moderado,8.6,234651.66,Aposentadoria,Saneamento,Day Trade,Alto,Sim,Não
25,Feminino,Divorciado,Norte,18973.42,Superior Incompleto,Moderado,24.4,885385.17,Renda Passiva,Financeiro,Semanal (Swing Trade),Médio,Sim,Sim
56,Outro,Divorciado,Norte,19597.74,Fundamental,Arrojado,19.1,266787.83,Reserva de Emergência,Saúde,Anual,Alto,Não,Sim
74,Outro,Solteiro,Nordeste,18739.04,Superior Incompleto,Moderado,26.0,767046.93,Viagem,Commodities,Anual,Alto,Não,Não
55,Masculino,Divorciado,Norte,38128.02,Fundamental,Arrojado,10.5,559270.5,Compra de Imóvel,Tecnologia,Semanal (Swing Trade),Alto,Não,Sim
42,Outro,Divorciado,Nordeste,34990.38,Superior Incompleto,Moderado,2.4,506513.99,Educação dos Filhos,Outro,Semanal (Swing Trade),Baixo,Não,Não
52,Masculino,Casado,Nordeste,33529.77,Pós-graduado,Conservador,3.9,896107.01,Educação dos Filhos,Construção Civil,Ocasional (Buy and Hold),Médio,Sim,Não
61,Feminino,Divorciado,Sudeste,22252.74,Superior Completo,Arrojado,10.8,45079.45,Viagem,Financeiro,Ocasional (Buy and Hold),Médio,Não,Sim
51,Feminino,Casado,Nordeste,38860.71,Médio,Arrojado,15.6,486073.05,Educação dos Filhos,Energia Elétrica,Anual,Baixo,Sim,Não
50,Outro,Casado,Sul,25748.74,Fundamental,Conservador,4.8,516524.51,Aposentadoria,Energia Elétrica,Semanal (Swing Trade),Alto,Sim,Sim
49,Outro,Casado,Centro-Oeste,34723.49,Pós-graduado,Arrojado,27.1,728388.91,Renda Passiva,Financeiro,Ocasional (Buy and Hold),Baixo,Não,Não
68,Masculino,Solteiro,Centro-Oeste,31799.32,Superior Completo,Agressivo,9.9,137924.25,Reserva de Emergência,Saneamento,Anual,Alto,Não,Não
31,Masculino,Solteiro,Norte,38989.78,Superior Completo,Moderado,14.7,246377.71,Aposentadoria,Papel e Celulose,Day Trade,Alto,Sim,Não
35,Masculino,Casado,Centro-Oeste,30497.25,Médio,Agressivo,1.5,557253.78,Renda Passiva,Outro,Ocasional (Buy and Hold),Baixo,Não,Sim
59,Masculino,Solteiro,Nordeste,4360.1,Médio,Agressivo,27.9,411237.18,Aposentadoria,Tecnologia,Anual,Médio,Sim,Sim
34,Feminino,Casado,Sul,6379.66,Médio,Moderado,28.9,455022.72,Curto Prazo,Energia Elétrica,Ocasional (Buy and Hold),Baixo,Não,Sim
68,Masculino,Viúvo,Sul,11696.9,Pós-graduado,Conservador,5.9,216479.28,Compra de Imóvel,Energia Elétrica,Day Trade,Baixo,Não,Sim
32,Outro,Divorciado,Sudeste,31564.91,Superior Completo,Agressivo,29.7,760539.45,Diversificação,Tecnologia,Anual,Médio,Sim,Sim
49,Masculino,Solteiro,Norte,20449.58,Superior Completo,Arrojado,2.8,371477.33,Educação dos Filhos,Construção Civil,Anual,Baixo,Sim,Não
25,Outro,Solteiro,Norte,5418.67,Superior Incompleto,Agressivo,20.0,830067.01,Viagem,Financeiro,Anual,Baixo,Sim,Sim
27,Outro,Solteiro,Norte,16354.66,Pós-graduado,Arrojado,20.6,198859.06,Curto Prazo,Outro,Semanal (Swing Trade),Baixo,Não,Não
29,Outro,Divorciado,Centro-Oeste,5443.17,Médio,Agressivo,8.4,582817.53,Diversificação,Outro,Day Trade,Baixo,Sim,Não
59,Outro,Casado,Nordeste,3151.32,Fundamental,Agressivo,9.5,279198.45,Educação dos Filhos,Saúde,Day Trade,Médio,Não,Não
68,Masculino,Divorciado,Centro-Oeste,36405.0,Superior Incompleto,Arrojado,11.1,903715.02,Aposentadoria,Tecnologia,Day Trade,Alto,Sim,Sim
53,Outro,Viúvo,Norte,15547.42,Pós-graduado,Moderado,15.1,844538.27,Reserva de Emergência,Energia Elétrica,Mensal,Baixo,Não,Não
74,Feminino,Solteiro,Sudeste,29683.36,Superior Incompleto,Arrojado,5.7,661138.61,Renda Passiva,Financeiro,Semanal (Swing Trade),Alto,Sim,Não
28,Feminino,Divorciado,Norte,24048.9,Superior Completo,Arrojado,3.7,65809.92,Compra de Imóvel,Saúde,Ocasional (Buy and Hold),Médio,Sim,Não
21,Outro,Divorciado,Centro-Oeste,34934.67,Médio,Moderado,26.8,913280.63,Reserva de Emergência,Financeiro,Day Trade,Baixo,Sim,Sim
52,Feminino,Casado,Sul,25640.08,Médio,Conservador,24.1,546841.07,Aposentadoria,Energia Elétrica,Anual,Alto,Sim,Não
52,Outro,Casado,Nordeste,35663.16,Médio,Agressivo,14.1,345892.88,Renda Passiva,Saneamento,Mensal,Alto,Não,Sim
49,Outro,Viúvo,Norte,2456.71,Fundamental,Moderado,20.9,536484.88,Aposentadoria,Energia Elétrica,Day Trade,Médio,Não,Não
65,Feminino,Viúvo,Nordeste,19870.42,Pós-graduado,Conservador,28.4,143957.17,Renda Passiva,Outro,Anual,Baixo,Não,Sim
74,Feminino,Casado,Centro-Oeste,24497.96,Médio,Agressivo,23.1,836976.11,Compra de Imóvel,Tecnologia,Ocasional (Buy and Hold),Baixo,Não,Sim
20,Masculino,Casado,Sul,25690.67,Pós-graduado,Moderado,4.9,180210.55,Aposentadoria,Outro,Semanal (Swing Trade),Baixo,Não,Não
37,Masculino,Casado,Sul,36216.21,Fundamental,Arrojado,17.1,891555.89,Educação dos Filhos,Varejo,Anual,Baixo,Sim,Não
69,Outro,Solteiro,Centro-Oeste,18205.34,Superior Incompleto,Agressivo,15.0,707016.5,Compra de Imóvel,Financeiro,Mensal,Médio,Não,Não
68,Outro,Divorciado,Norte,22304.19,Médio,Arrojado,8.9,280042.77,Diversificação,Energia Elétrica,Ocasional (Buy and Hold),Alto,Sim,Sim
35,Outro,Divorciado,Nordeste,32287.78,Fundamental,Conservador,10.9,283047.03,Curto Prazo,Varejo,Ocasional (Buy and Hold),Baixo,Não,Não
45,Masculino,Solteiro,Norte,38391.74,Superior Completo,Conservador,9.6,225390.11,Aposentadoria,Construção Civil,Semanal (Swing Trade),Alto,Sim,Sim
29,Masculino,Solteiro,Sudeste,38765.01,Pós-graduado,Agressivo,4.3,769602.8,Viagem,Commodities,Mensal,Médio,Não,Não
44,Masculino,Viúvo,Norte,20889.15,Pós-graduado,Moderado,18.7,764471.33,Viagem,Commodities,Ocasional (Buy and Hold),Alto,Não,Sim
54,Masculino,Casado,Nordeste,39873.64,Superior Completo,Arrojado,10.5,290162.68,Educação dos Filhos,Saneamento,Mensal,Médio,Sim,Sim
43,Feminino,Solteiro,Nordeste,39830.81,Pós-graduado,Arrojado,14.9,511086.1,Aposentadoria,Construção Civil,Day Trade,Médio,Sim,Não
71,Masculino,Viúvo,Norte,28185.6,Fundamental,Moderado,14.0,131814.37,Educação dos Filhos,Financeiro,Semanal (Swing Trade),Baixo,Não,Sim
38,Feminino,Casado,Nordeste,10707.84,Superior Incompleto,Moderado,0.8,385995.86,Viagem,Outro,Semanal (Swing Trade),Baixo,Sim,Não
64,Masculino,Viúvo,Sul,23511.65,Médio,Agressivo,13.2,977485.6,Compra de Imóvel,Financeiro,Ocasional (Buy and Hold),Médio,Não,Sim
42,Outro,Solteiro,Norte,8635.38,Médio,Agressivo,20.0,255477.72,Viagem,Commodities,Ocasional (Buy and Hold),Baixo,Sim,Sim
36,Feminino,Viúvo,Sudeste,4679.03,Superior Incompleto,Conservador,17.8,565354.92,Educação dos Filhos,Papel e Celulose,Anual,Médio,Sim,Sim
59,Outro,Solteiro,Centro-Oeste,24753.76,Fundamental,Arrojado,29.3,518953.71,Curto Prazo,Varejo,Day Trade,Alto,Não,Não
48,Feminino,Viúvo,Centro-Oeste,32132.09,Superior Incompleto,Conservador,23.4,890506.59,Educação dos Filhos,Construção Civil,Ocasional (Buy and Hold),Médio,Não,Sim
57,Feminino,Casado,Sudeste,4562.1,Fundamental,Moderado,22.0,273960.94,Compra de Imóvel,Construção Civil,Ocasional (Buy and Hold),Alto,Não,Sim
56,Feminino,Viúvo,Sul,25799.27,Fundamental,Agressivo,4.5,218774.75,Viagem,Construção Civil,Day Trade,Médio,Sim,Não
23,Masculino,Divorciado,Norte,20673.24,Fundamental,Moderado,2.1,777543.18,Curto Prazo,Papel e Celulose,Ocasional (Buy and Hold),Alto,Não,Não
47,Outro,Casado,Centro-Oeste,18609.64,Superior Incompleto,Moderado,28.0,357558.63,Compra de Imóvel,Commodities,Day Trade,Alto,Não,Não
29,Masculino,Viúvo,Centro-Oeste,22276.67,Fundamental,Agressivo,12.8,128416.55,Curto Prazo,Financeiro,Ocasional (Buy and Hold),Baixo,Não,Não
65,Outro,Solteiro,Sudeste,18670.62,Médio,Conservador,21.1,956825.7,Educação dos Filhos,Construção Civil,Semanal (Swing Trade),Baixo,Sim,Não
24,Masculino,Casado,Nordeste,31475.17,Pós-graduado,Arrojado,6.9,418922.07,Compra de Imóvel,Outro,Day Trade,Alto,Sim,Sim
58,Outro,Casado,Centro-Oeste,26654.13,Médio,Agressivo,3.6,210488.68,Aposentadoria,Saúde,Ocasional (Buy and Hold),Baixo,Não,Sim
47,Masculino,Solteiro,Sudeste,14014.05,Superior Completo,Arrojado,14.9,904416.33,Renda Passiva,Construção Civil,Mensal,Médio,Não,Sim
19,Outro,Divorciado,Norte,17569.4,Médio,Arrojado,2.9,491876.39,Curto Prazo,Varejo,Day Trade,Médio,Sim,Não
39,Masculino,Solteiro,Norte,33315.61,Médio,Conservador,13.4,526841.33,Viagem,Financeiro,Mensal,Médio,Não,Não
59,Feminino,Casado,Norte,26344.95,Médio,Conservador,23.2,600378.15,Viagem,Construção Civil,Ocasional (Buy and Hold),Alto,Não,Sim
60,Outro,Viúvo,Sul,31531.03,Superior Incompleto,Conservador,3.0,811678.03,Curto Prazo,Saneamento,Anual,Alto,Sim,Não
21,Feminino,Solteiro,Norte,16273.12,Superior Incompleto,Arrojado,0.3,502597.68,Renda Passiva,Commodities,Ocasional (Buy and Hold),Baixo,Não,Sim
65,Feminino,Solteiro,Sudeste,21755.17,Pós-graduado,Moderado,12.4,154497.59,Viagem,Financeiro,Mensal,Alto,Sim,Não
29,Outro,Solteiro,Sudeste,16547.3,Superior Incompleto,Arrojado,1.2,536107.41,Curto Prazo,Saneamento,Ocasional (Buy and Hold),Baixo,Sim,Não
48,Outro,Divorciado,Centro-Oeste,10843.21,Pós-graduado,Arrojado,8.1,886611.75,Renda Passiva,Varejo,Mensal,Médio,Sim,Sim
63,Feminino,Casado,Nordeste,27564.06,Superior Incompleto,Agressivo,24.0,150045.61,Curto Prazo,Saúde,Semanal (Swing Trade),Médio,Não,Sim
42,Feminino,Casado,Sul,33261.0,Fundamental,Arrojado,1.0,361171.39,Educação dos Filhos,Commodities,Mensal,Alto,Não,Sim
27,Masculino,Divorciado,Nordeste,33808.94,Médio,Arrojado,18.0,940075.76,Compra de Imóvel,Commodities,Mensal,Alto,Sim,Não
50,Masculino,Casado,Nordeste,4706.11,Superior Completo,Conservador,25.7,24916.29,Reserva de Emergência,Construção Civil,Anual,Médio,Não,Não
62,Outro,Casado,Nordeste,20890.43,Superior Completo,Arrojado,9.9,429602.04,Educação dos Filhos,Saneamento,Semanal (Swing Trade),Baixo,Sim,Sim
36,Masculino,Casado,Centro-Oeste,34159.35,Pós-graduado,Arrojado,7.1,397658.38,Renda Passiva,Construção Civil,Ocasional (Buy and Hold),Baixo,Sim,Sim
66,Feminino,Divorciado,Sudeste,19737.73,Fundamental,Agressivo,24.2,605063.41,Reserva de Emergência,Outro,Semanal (Swing Trade),Alto,Sim,Não
52,Feminino,Divorciado,Nordeste,39878.95,Fundamental,Moderado,10.0,216456.82,Compra de Imóvel,Construção Civil,Semanal (Swing Trade),Médio,Sim,Não
19,Outro,Viúvo,Nordeste,7551.44,Médio,Arrojado,12.6,279263.54,Aposentadoria,Financeiro,Ocasional (Buy and Hold),Baixo,Não,Sim
63,Outro,Casado,Centro-Oeste,16131.32,Superior Incompleto,Moderado,18.5,61556.96,Renda Passiva,Construção Civil,Mensal,Alto,Sim,Não
35,Outro,Solteiro,Nordeste,8482.02,Médio,Moderado,16.8,117249.56,Renda Passiva,Saúde,Ocasional (Buy and Hold),Baixo,Sim,Sim
35,Masculino,Viúvo,Nordeste,19075.09,Médio,Moderado,22.1,733412.39,Compra de Imóvel,Commodities,Anual,Baixo,Não,Sim
35,Feminino,Viúvo,Centro-Oeste,39694.12,Superior Incompleto,Moderado,6.5,79942.14,Educação dos Filhos,Saneamento,Anual,Baixo,Sim,Sim
20,Masculino,Viúvo,Nordeste,18604.06,Médio,Conservador,19.4,308767.11,Viagem,Outro,Day Trade,Alto,Sim,Não
59,Outro,Viúvo,Nordeste,37576.98,Fundamental,Conservador,22.2,953219.48,Curto Prazo,Energia Elétrica,Ocasional (Buy and Hold),Baixo,Não,Não
60,Feminino,Divorciado,Sudeste,28236.95,Superior Incompleto,Arrojado,28.5,191649.06,Reserva de Emergência,Papel e Celulose,Mensal,Alto,Não,Sim
37,Outro,Divorciado,Nordeste,18350.6,Médio,Moderado,6.3,264394.9,Renda Passiva,Varejo,Anual,Baixo,Sim,Sim
46,Masculino,Divorciado,Nordeste,10314.28,Superior Completo,Conservador,12.8,359235.1,Renda Passiva,Outro,Day Trade,Médio,Não,Sim
28,Outro,Divorciado,Sudeste,25402.23,Médio,Agressivo,2.1,118080.85,Compra de Imóvel,Commodities,Anual,Baixo,Não,Sim
44,Masculino,Casado,Sul,19692.16,Médio,Moderado,28.6,931145.26,Viagem,Saneamento,Mensal,Médio,Não,Não
40,Feminino,Divorciado,Norte,28800.07,Fundamental,Agressivo,13.9,785781.85,Curto Prazo,Varejo,Mensal,Baixo,Sim,Não
24,Outro,Viúvo,Sul,38586.32,Superior Completo,Arrojado,8.2,445278.96,Diversificação,Commodities,Semanal (Swing Trade),Baixo,Não,Não
49,Outro,Solteiro,Norte,30706.38,Fundamental,Conservador,17.3,246279.12,Educação dos Filhos,Saneamento,Semanal (Swing Trade),Médio,Não,Sim
43,Feminino,Casado,Sudeste,22136.69,Médio,Moderado,19.5,875341.81,Renda Passiva,Energia Elétrica,Semanal (Swing Trade),Alto,Não,Não
27,Feminino,Solteiro,Nordeste,10717.45,Superior Incompleto,Agressivo,22.1,947231.76,Viagem,Saúde,Anual,Baixo,Sim,Não
25,Outro,Divorciado,Sul,6942.27,Médio,Conservador,17.2,701648.5,Aposentadoria,Varejo,Mensal,Médio,Não,Sim
30,Masculino,Solteiro,Nordeste,16161.51,Fundamental,Agressivo,4.2,712554.87,Aposentadoria,Construção Civil,Ocasional (Buy and Hold),Médio,Sim,Sim
46,Masculino,Casado,Centro-Oeste,2806.35,Pós-graduado,Conservador,10.5,535723.1,Renda Passiva,Energia Elétrica,Semanal (Swing Trade),Alto,Sim,Não
43,Outro,Divorciado,Norte,13168.24,Fundamental,Agressivo,14.7,629748.21,Renda Passiva,Papel e Celulose,Semanal (Swing Trade),Baixo,Sim,Sim
30,Outro,Viúvo,Sudeste,23098.12,Médio,Agressivo,3.8,273947.56,Curto Prazo,Outro,Anual,Médio,Não,Sim
32,Outro,Solteiro,Norte,39503.41,Fundamental,Conservador,26.1,41007.49,Renda Passiva,Varejo,Mensal,Médio,Não,Não
59,Masculino,Casado,Nordeste,28053.84,Superior Completo,Conservador,28.8,167031.35,Diversificação,Tecnologia,Mensal,Baixo,Sim,Não
18,Masculino,Divorciado,Centro-Oeste,4230.96,Superior Incompleto,Arrojado,9.2,350548.31,Curto Prazo,Commodities,Anual,Médio,Não,Sim
71,Outro,Solteiro,Nordeste,19117.28,Médio,Agressivo,13.0,958269.78,Curto Prazo,Tecnologia,Day Trade,Alto,Sim,Sim
42,Outro,Divorciado,Centro-Oeste,16980.4,Superior Incompleto,Moderado,2.1,264113.96,Educação dos Filhos,Financeiro,Mensal,Baixo,Não,Sim
44,Masculino,Solteiro,Sul,16960.16,Médio,Arrojado,14.2,691885.25,Compra de Imóvel,Saúde,Anual,Baixo,Não,Não
39,Masculino,Viúvo,Sudeste,28404.31,Superior Completo,Arrojado,2.8,733143.17,Viagem,Papel e Celulose,Anual,Médio,Sim,Sim
66,Outro,Solteiro,Sudeste,12188.78,Pós-graduado,Arrojado,8.8,653738.99,Reserva de Emergência,Energia Elétrica,Day Trade,Baixo,Não,Não
26,Outro,Divorciado,Nordeste,22898.04,Superior Completo,Moderado,4.4,125191.69,Educação dos Filhos,Saúde,Mensal,Médio,Não,Sim
47,Masculino,Viúvo,Sul,30118.0,Pós-graduado,Conservador,3.7,535712.41,Diversificação,Tecnologia,Ocasional (Buy and Hold),Alto,Sim,Sim
29,Outro,Solteiro,Norte,17721.46,Superior Incompleto,Agressivo,9.2,606318.17,Diversificação,Saúde,Anual,Médio,Sim,Não
51,Outro,Divorciado,Norte,8775.22,Pós-graduado,Arrojado,25.9,520152.79,Curto Prazo,Saneamento,Mensal,Alto,Sim,Sim
21,Masculino,Divorciado,Nordeste,22606.92,Pós-graduado,Arrojado,4.2,483302.98,Diversificação,Saúde,Semanal (Swing Trade),Médio,Sim,Sim
52,Feminino,Solteiro,Sudeste,6360.43,Pós-graduado,Moderado,7.8,921455.71,Reserva de Emergência,Papel e Celulose,Ocasional (Buy and Hold),Alto,Sim,Não
27,Masculino,Viúvo,Sul,36442.14,Pós-graduado,Conservador,5.8,54364.48,Educação dos Filhos,Papel e Celulose,Day Trade,Alto,Sim,Sim
70,Outro,Divorciado,Centro-Oeste,36617.63,Médio,Moderado,16.8,404132.79,Curto Prazo,Energia Elétrica,Semanal (Swing Trade),Baixo,Sim,Sim
55,Feminino,Divorciado,Sudeste,13863.68,Superior Completo,Agressivo,4.8,834530.64,Educação dos Filhos,Varejo,Mensal,Alto,Sim,Sim
60,Feminino,Divorciado,Nordeste,14047.49,Superior Completo,Moderado,23.9,766334.37,Reserva de Emergência,Energia Elétrica,Day Trade,Alto,Sim,Não
40,Masculino,Viúvo,Norte,24737.86,Pós-graduado,Agressivo,7.8,107852.67,Reserva de Emergência,Energia Elétrica,Semanal (Swing Trade),Médio,Não,Não
66,Outro,Casado,Sudeste,2914.89,Pós-graduado,Arrojado,2.0,739940.11,Viagem,Varejo,Semanal (Swing Trade),Alto,Sim,Sim
49,Feminino,Solteiro,Centro-Oeste,6772.21,Médio,Conservador,4.3,817085.04,Aposentadoria,Construção Civil,Mensal,Médio,Não,Não
27,Feminino,Viúvo,Sul,34692.48,Fundamental,Agressivo,20.9,998670.57,Diversificação,Construção Civil,Day Trade,Alto,Sim,Não
22,Feminino,Viúvo,Sudeste,12352.48,Pós-graduado,Agressivo,11.6,53021.64,Educação dos Filhos,Commodities,Ocasional (Buy and Hold),Alto,Sim,Não
